,district,day,month,hour,Crime Occurences,Class
5436,INGLESIDE,Thursday,11,12,144,Extreme
8171,NORTHERN,Friday,5,11,144,Extreme
7670,MISSION,Tuesday,8,14,144,Extreme
1521,BAYVIEW,Tuesday,4,9,144,Extreme
15671,SOUTHERN,Tuesday,5,23,144,Extreme
18446,TENDERLOIN,Monday,1,14,144,Extreme
6851,MISSION,Saturday,10,11,144,Extreme
9160,NORTHERN,Sunday,10,16,144,Extreme
19433,TENDERLOIN,Thursday,6,17,144,Extreme
3902,CENTRAL,Wednesday,7,14,144,Extreme
212,BAYVIEW,Friday,9,20,144,Extreme
8218,NORTHERN,Friday,7,10,144,Extreme
9137,NORTHERN,Sunday,9,17,144,Extreme
9734,NORTHERN,Tuesday,10,14,144,Extreme
5492,INGLESIDE,Tuesday,1,20,144,Extreme
142,BAYVIEW,Friday,6,22,144,Extreme
7234,MISSION,Thursday,2,10,144,Extreme
1386,BAYVIEW,Thursday,10,18,144,Extreme
9325,NORTHERN,Thursday,5,13,144,Extreme
8650,NORTHERN,Saturday,1,10,144,Extreme
18423,TENDERLOIN,Friday,12,15,144,Extreme
19455,TENDERLOIN,Thursday,7,15,144,Extreme
5898,INGLESIDE,Wednesday,6,18,144,Extreme
591,BAYVIEW,Saturday,1,15,144,Extreme
7953,MISSION,Wednesday,8,9,144,Extreme
4242,INGLESIDE,Friday,9,18,144,Extreme
19573,TENDERLOIN,Thursday,12,13,144,Extreme
6666,MISSION,Saturday,2,18,144,Extreme
5206,INGLESIDE,Thursday,1,22,144,Extreme
4308,INGLESIDE,Friday,12,12,144,Extreme
1080,BAYVIEW,Sunday,10,0,144,Extreme
1072,BAYVIEW,Sunday,9,16,144,Extreme
8701,NORTHERN,Saturday,3,13,144,Extreme
14840,SOUTHERN,Saturday,7,8,144,Extreme
19698,TENDERLOIN,Tuesday,5,18,144,Extreme
4218,INGLESIDE,Friday,8,18,144,Extreme
4099,INGLESIDE,Friday,3,19,144,Extreme
1860,BAYVIEW,Wednesday,6,12,144,Extreme
7378,MISSION,Thursday,8,10,144,Extreme
19813,TENDERLOIN,Tuesday,10,13,144,Extreme
1934,BAYVIEW,Wednesday,9,14,144,Extreme
3620,CENTRAL,Tuesday,7,20,144,Extreme
5662,INGLESIDE,Tuesday,8,22,144,Extreme
1069,BAYVIEW,Sunday,9,13,144,Extreme
4860,INGLESIDE,Saturday,11,12,144,Extreme
8818,NORTHERN,Saturday,8,10,144,Extreme
3641,CENTRAL,Tuesday,8,17,144,Extreme
7976,MISSION,Wednesday,9,8,144,Extreme
15128,SOUTHERN,Sunday,7,8,144,Extreme
9827,NORTHERN,Wednesday,2,11,144,Extreme
8376,NORTHERN,Monday,2,0,144,Extreme
4836,INGLESIDE,Saturday,10,12,144,Extreme
1814,BAYVIEW,Wednesday,4,14,144,Extreme
5580,INGLESIDE,Tuesday,5,12,144,Extreme
4725,INGLESIDE,Saturday,5,21,144,Extreme
9959,NORTHERN,Wednesday,7,23,144,Extreme
7154,MISSION,Sunday,11,2,144,Extreme
7810,MISSION,Wednesday,2,10,144,Extreme
406,BAYVIEW,Monday,5,22,144,Extreme
14360,SOUTHERN,Friday,11,8,144,Extreme
6022,INGLESIDE,Wednesday,11,22,144,Extreme
18760,TENDERLOIN,Saturday,2,16,144,Extreme
1162,BAYVIEW,Thursday,1,10,144,Extreme
2098,CENTRAL,Friday,4,10,144,Extreme
7475,MISSION,Thursday,12,11,144,Extreme
2609,CENTRAL,Saturday,1,17,144,Extreme
759,BAYVIEW,Saturday,8,15,144,Extreme
2707,CENTRAL,Saturday,5,19,144,Extreme
16111,SOUTHERN,Wednesday,12,7,144,Extreme
18354,TENDERLOIN,Friday,9,18,144,Extreme
4270,INGLESIDE,Friday,10,22,144,Extreme
2055,CENTRAL,Friday,2,15,144,Extreme
475,BAYVIEW,Monday,8,19,144,Extreme
19335,TENDERLOIN,Thursday,2,15,144,Extreme
9156,NORTHERN,Sunday,10,12,143,High
2650,CENTRAL,Saturday,3,10,143,High
9070,NORTHERN,Sunday,6,22,143,High
3211,CENTRAL,Thursday,2,19,143,High
5393,INGLESIDE,Thursday,9,17,143,High
9044,NORTHERN,Sunday,5,20,143,High
3260,CENTRAL,Thursday,4,20,143,High
9068,NORTHERN,Sunday,6,20,143,High
18541,TENDERLOIN,Monday,5,13,143,High
7473,MISSION,Thursday,12,9,143,High
9227,NORTHERN,Thursday,1,11,143,High
9224,NORTHERN,Thursday,1,8,143,High
2804,CENTRAL,Saturday,9,20,143,High
2496,CENTRAL,Monday,9,0,143,High
9356,NORTHERN,Thursday,6,20,143,High
2537,CENTRAL,Monday,10,17,143,High
5134,INGLESIDE,Sunday,10,22,143,High
3064,CENTRAL,Sunday,8,16,143,High
2326,CENTRAL,Monday,1,22,143,High
1481,BAYVIEW,Tuesday,2,17,143,High
16602,TARAVAL,Monday,8,18,143,High
19384,TENDERLOIN,Thursday,4,16,143,High
1556,BAYVIEW,Tuesday,5,20,143,High
396,BAYVIEW,Monday,5,12,143,High
1576,BAYVIEW,Tuesday,6,16,143,High
3888,CENTRAL,Wednesday,7,0,143,High
3877,CENTRAL,Wednesday,6,13,143,High
8655,NORTHERN,Saturday,1,15,143,High
5823,INGLESIDE,Wednesday,3,15,143,High
7856,MISSION,Wednesday,4,8,143,High
3856,CENTRAL,Wednesday,5,16,143,High
6538,MISSION,Monday,9,10,143,High
18207,TENDERLOIN,Friday,3,15,143,High
3133,CENTRAL,Sunday,11,13,143,High
4361,INGLESIDE,Monday,2,17,143,High
8726,NORTHERN,Saturday,4,14,143,High
3929,CENTRAL,Wednesday,8,17,143,High
8630,NORTHERN,Monday,12,14,143,High
9999,NORTHERN,Wednesday,9,15,143,High
8629,NORTHERN,Monday,12,13,143,High
948,BAYVIEW,Sunday,4,12,143,High
14519,SOUTHERN,Monday,5,23,143,High
6586,MISSION,Monday,11,10,143,High
6251,MISSION,Friday,9,11,143,High
14495,SOUTHERN,Monday,4,23,143,High
16242,TARAVAL,Friday,5,18,143,High
589,BAYVIEW,Saturday,1,13,143,High
6017,INGLESIDE,Wednesday,11,17,143,High
14962,SOUTHERN,Saturday,12,10,143,High
19507,TENDERLOIN,Thursday,9,19,143,High
4240,INGLESIDE,Friday,9,16,143,High
19933,TENDERLOIN,Wednesday,3,13,143,High
1380,BAYVIEW,Thursday,10,12,143,High
17604,TARAVAL,Tuesday,2,12,143,High
6565,MISSION,Monday,10,13,143,High
1737,BAYVIEW,Wednesday,1,9,143,High
1675,BAYVIEW,Tuesday,10,19,143,High
6996,MISSION,Sunday,4,12,143,High
8917,NORTHERN,Saturday,12,13,143,High
8198,NORTHERN,Friday,6,14,143,High
3492,CENTRAL,Tuesday,2,12,143,High
95,BAYVIEW,Friday,4,23,143,High
8893,NORTHERN,Saturday,11,13,143,High
9743,NORTHERN,Tuesday,10,23,143,High
1981,BAYVIEW,Wednesday,11,13,143,High
7094,MISSION,Sunday,8,14,143,High
3739,CENTRAL,Tuesday,12,19,143,High
157,BAYVIEW,Friday,7,13,143,High
1955,BAYVIEW,Wednesday,10,11,143,High
3452,CENTRAL,Thursday,12,20,143,High
8843,NORTHERN,Saturday,9,11,143,High
163,BAYVIEW,Friday,7,19,143,High
164,BAYVIEW,Friday,7,20,143,High
1863,BAYVIEW,Wednesday,6,15,143,High
1862,BAYVIEW,Wednesday,6,14,143,High
8125,NORTHERN,Friday,3,13,143,High
8747,NORTHERN,Saturday,5,11,143,High
2365,CENTRAL,Monday,3,13,143,High
4482,INGLESIDE,Monday,7,18,143,High
3712,CENTRAL,Tuesday,11,16,143,High
9936,NORTHERN,Wednesday,7,0,143,High
8772,NORTHERN,Saturday,6,12,143,High
1815,BAYVIEW,Wednesday,4,15,143,High
16079,SOUTHERN,Wednesday,10,23,143,High
8797,NORTHERN,Saturday,7,13,143,High
15815,SOUTHERN,Tuesday,11,23,143,High
3115,CENTRAL,Sunday,10,19,142,High
19817,TENDERLOIN,Tuesday,10,17,142,High
47,BAYVIEW,Friday,2,23,142,High
7496,MISSION,Tuesday,1,8,142,High
586,BAYVIEW,Saturday,1,10,142,High
6298,MISSION,Friday,11,10,142,High
68,BAYVIEW,Friday,3,20,142,High
20128,TENDERLOIN,Wednesday,11,16,142,High
18617,TENDERLOIN,Monday,8,17,142,High
6301,MISSION,Friday,11,13,142,High
182,BAYVIEW,Friday,8,14,142,High
20005,TENDERLOIN,Wednesday,6,13,142,High
355,BAYVIEW,Monday,3,19,142,High
350,BAYVIEW,Monday,3,14,142,High
213,BAYVIEW,Friday,9,21,142,High
6181,MISSION,Friday,6,13,142,High
6537,MISSION,Monday,9,9,142,High
6393,MISSION,Monday,3,9,142,High
19811,TENDERLOIN,Tuesday,10,11,142,High
2424,CENTRAL,Monday,6,0,142,High
6613,MISSION,Monday,12,13,142,High
2149,CENTRAL,Friday,6,13,142,High
6974,MISSION,Sunday,3,14,142,High
10006,NORTHERN,Wednesday,9,22,142,High
6997,MISSION,Sunday,4,13,142,High
9950,NORTHERN,Wednesday,7,14,142,High
7352,MISSION,Thursday,7,8,142,High
9911,NORTHERN,Wednesday,5,23,142,High
9830,NORTHERN,Wednesday,2,14,142,High
2150,CENTRAL,Friday,6,14,142,High
19773,TENDERLOIN,Tuesday,8,21,142,High
5559,INGLESIDE,Tuesday,4,15,142,High
2511,CENTRAL,Monday,9,15,142,High
5539,INGLESIDE,Tuesday,3,19,142,High
9682,NORTHERN,Tuesday,8,10,142,High
9647,NORTHERN,Tuesday,6,23,142,High
5484,INGLESIDE,Tuesday,1,12,142,High
7306,MISSION,Thursday,5,10,142,High
1723,BAYVIEW,Tuesday,12,19,142,High
6927,MISSION,Sunday,1,15,142,High
10079,NORTHERN,Wednesday,12,23,142,High
1621,BAYVIEW,Tuesday,8,13,142,High
19673,TENDERLOIN,Tuesday,4,17,142,High
14810,SOUTHERN,Saturday,6,2,142,High
19604,TENDERLOIN,Tuesday,1,20,142,High
1100,BAYVIEW,Sunday,10,20,142,High
6663,MISSION,Saturday,2,15,142,High
2921,CENTRAL,Sunday,2,17,142,High
1260,BAYVIEW,Thursday,5,12,142,High
1294,BAYVIEW,Thursday,6,22,142,High
19485,TENDERLOIN,Thursday,8,21,142,High
5921,INGLESIDE,Wednesday,7,17,142,High
19430,TENDERLOIN,Thursday,6,14,142,High
9536,NORTHERN,Tuesday,2,8,142,High
1552,BAYVIEW,Tuesday,5,16,142,High
6877,MISSION,Saturday,11,13,142,High
5821,INGLESIDE,Wednesday,3,13,142,High
19336,TENDERLOIN,Thursday,2,16,142,High
4504,INGLESIDE,Monday,8,16,142,High
4698,INGLESIDE,Saturday,4,18,142,High
8846,NORTHERN,Saturday,9,14,142,High
4048,INGLESIDE,Friday,1,16,142,High
18089,TARAVAL,Wednesday,10,17,142,High
8222,NORTHERN,Friday,7,14,142,High
4078,INGLESIDE,Friday,2,22,142,High
8221,NORTHERN,Friday,7,13,142,High
8978,NORTHERN,Sunday,3,2,142,High
3307,CENTRAL,Thursday,6,19,142,High
8948,NORTHERN,Sunday,1,20,142,High
3178,CENTRAL,Thursday,1,10,142,High
3399,CENTRAL,Thursday,10,15,142,High
4247,INGLESIDE,Friday,9,23,142,High
8680,NORTHERN,Saturday,2,16,142,High
4260,INGLESIDE,Friday,10,12,142,High
7694,MISSION,Tuesday,9,14,142,High
8869,NORTHERN,Saturday,10,13,142,High
17370,TARAVAL,Thursday,4,18,142,High
18166,TENDERLOIN,Friday,1,22,142,High
8866,NORTHERN,Saturday,10,10,142,High
3908,CENTRAL,Wednesday,7,20,142,High
3910,CENTRAL,Wednesday,7,22,142,High
1213,BAYVIEW,Thursday,3,13,141,High
1214,BAYVIEW,Thursday,3,14,141,High
1222,BAYVIEW,Thursday,3,22,141,High
7739,MISSION,Tuesday,11,11,141,High
7405,MISSION,Thursday,9,13,141,High
2773,CENTRAL,Saturday,8,13,141,High
14335,SOUTHERN,Friday,10,7,141,High
3450,CENTRAL,Thursday,12,18,141,High
16194,TARAVAL,Friday,3,18,141,High
1308,BAYVIEW,Thursday,7,12,141,High
8360,NORTHERN,Monday,1,8,141,High
3254,CENTRAL,Thursday,4,14,141,High
9695,NORTHERN,Tuesday,8,23,141,High
2797,CENTRAL,Saturday,9,13,141,High
2897,CENTRAL,Sunday,1,17,141,High
3526,CENTRAL,Tuesday,3,22,141,High
1332,BAYVIEW,Thursday,8,12,141,High
2221,CENTRAL,Friday,9,13,141,High
2157,CENTRAL,Friday,6,21,141,High
620,BAYVIEW,Saturday,2,20,141,High
7197,MISSION,Sunday,12,21,141,High
2875,CENTRAL,Saturday,12,19,141,High
9705,NORTHERN,Tuesday,9,9,141,High
3352,CENTRAL,Thursday,8,16,141,High
2847,CENTRAL,Saturday,11,15,141,High
19672,TENDERLOIN,Tuesday,4,16,141,High
16908,TARAVAL,Saturday,9,12,141,High
6585,MISSION,Monday,11,9,141,High
9020,NORTHERN,Sunday,4,20,141,High
16452,TARAVAL,Monday,2,12,141,High
19625,TENDERLOIN,Tuesday,2,17,141,High
1049,BAYVIEW,Sunday,8,17,141,High
768,BAYVIEW,Saturday,9,0,141,High
19787,TENDERLOIN,Tuesday,9,11,141,High
996,BAYVIEW,Sunday,6,12,141,High
9563,NORTHERN,Tuesday,3,11,141,High
984,BAYVIEW,Sunday,6,0,141,High
3376,CENTRAL,Thursday,9,16,141,High
18832,TENDERLOIN,Saturday,5,16,141,High
7978,MISSION,Wednesday,9,10,141,High
839,BAYVIEW,Saturday,11,23,141,High
9501,NORTHERN,Thursday,12,21,141,High
16063,SOUTHERN,Wednesday,10,7,141,High
9503,NORTHERN,Thursday,12,23,141,High
6200,MISSION,Friday,7,8,141,High
19621,TENDERLOIN,Tuesday,2,13,141,High
18494,TENDERLOIN,Monday,3,14,141,High
6082,MISSION,Friday,2,10,141,High
2699,CENTRAL,Saturday,5,11,141,High
1550,BAYVIEW,Tuesday,5,14,141,High
9401,NORTHERN,Thursday,8,17,141,High
8972,NORTHERN,Sunday,2,20,141,High
9637,NORTHERN,Tuesday,6,13,141,High
2690,CENTRAL,Saturday,5,2,141,High
3305,CENTRAL,Thursday,6,17,141,High
8512,NORTHERN,Monday,7,16,141,High
1120,BAYVIEW,Sunday,11,16,141,High
6056,MISSION,Friday,1,8,141,High
2371,CENTRAL,Monday,3,19,141,High
1119,BAYVIEW,Sunday,11,15,141,High
6205,MISSION,Friday,7,13,141,High
18927,TENDERLOIN,Saturday,9,15,141,High
9021,NORTHERN,Sunday,4,21,141,High
5252,INGLESIDE,Thursday,3,20,141,High
454,BAYVIEW,Monday,7,22,141,High
9134,NORTHERN,Sunday,9,14,141,High
7535,MISSION,Tuesday,2,23,141,High
8798,NORTHERN,Saturday,7,14,141,High
6971,MISSION,Sunday,3,11,141,High
2988,CENTRAL,Sunday,5,12,141,High
272,BAYVIEW,Friday,12,8,141,High
1892,BAYVIEW,Wednesday,7,20,141,High
4890,INGLESIDE,Saturday,12,18,141,High
9182,NORTHERN,Sunday,11,14,141,High
9133,NORTHERN,Sunday,9,13,141,High
5130,INGLESIDE,Sunday,10,18,141,High
3084,CENTRAL,Sunday,9,12,141,High
7523,MISSION,Tuesday,2,11,141,High
5226,INGLESIDE,Thursday,2,18,141,High
10043,NORTHERN,Wednesday,11,11,141,High
9189,NORTHERN,Sunday,11,21,141,High
3785,CENTRAL,Wednesday,2,17,141,High
8819,NORTHERN,Saturday,8,11,141,High
8702,NORTHERN,Saturday,3,14,141,High
6923,MISSION,Sunday,1,11,141,High
10056,NORTHERN,Wednesday,12,0,141,High
5200,INGLESIDE,Thursday,1,16,141,High
19366,TENDERLOIN,Thursday,3,22,141,High
1816,BAYVIEW,Wednesday,4,16,141,High
3145,CENTRAL,Sunday,12,1,141,High
4939,INGLESIDE,Sunday,2,19,141,High
15539,SOUTHERN,Thursday,12,11,141,High
9826,NORTHERN,Wednesday,2,10,141,High
139,BAYVIEW,Friday,6,19,141,High
16726,TARAVAL,Saturday,1,22,141,High
10019,NORTHERN,Wednesday,10,11,140,High
695,BAYVIEW,Saturday,5,23,140,High
8973,NORTHERN,Sunday,2,21,140,High
2729,CENTRAL,Saturday,6,17,140,High
5345,INGLESIDE,Thursday,7,17,140,High
93,BAYVIEW,Friday,4,21,140,High
2317,CENTRAL,Monday,1,13,140,High
7376,MISSION,Thursday,8,8,140,High
1194,BAYVIEW,Thursday,2,18,140,High
303,BAYVIEW,Monday,1,15,140,High
9212,NORTHERN,Sunday,12,20,140,High
111,BAYVIEW,Friday,5,15,140,High
8410,NORTHERN,Monday,3,10,140,High
16506,TARAVAL,Monday,4,18,140,High
9887,NORTHERN,Wednesday,4,23,140,High
3026,CENTRAL,Sunday,7,2,140,High
1911,BAYVIEW,Wednesday,8,15,140,High
7043,MISSION,Sunday,6,11,140,High
14567,SOUTHERN,Monday,7,23,140,High
5057,INGLESIDE,Sunday,7,17,140,High
4125,INGLESIDE,Friday,4,21,140,High
5412,INGLESIDE,Thursday,10,12,140,High
18469,TENDERLOIN,Monday,2,13,140,High
4476,INGLESIDE,Monday,7,12,140,High
18882,TENDERLOIN,Saturday,7,18,140,High
934,BAYVIEW,Sunday,3,22,140,High
4668,INGLESIDE,Saturday,3,12,140,High
15727,SOUTHERN,Tuesday,8,7,140,High
18452,TENDERLOIN,Monday,1,20,140,High
1812,BAYVIEW,Wednesday,4,12,140,High
1797,BAYVIEW,Wednesday,3,21,140,High
5439,INGLESIDE,Thursday,11,15,140,High
3688,CENTRAL,Tuesday,10,16,140,High
7281,MISSION,Thursday,4,9,140,High
18043,TARAVAL,Wednesday,8,19,140,High
757,BAYVIEW,Saturday,8,13,140,High
8457,NORTHERN,Monday,5,9,140,High
18256,TENDERLOIN,Friday,5,16,140,High
19624,TENDERLOIN,Tuesday,2,16,140,High
9184,NORTHERN,Sunday,11,16,140,High
16290,TARAVAL,Friday,7,18,140,High
8192,NORTHERN,Friday,6,8,140,High
8723,NORTHERN,Saturday,4,11,140,High
19814,TENDERLOIN,Tuesday,10,14,140,High
2372,CENTRAL,Monday,3,20,140,High
5515,INGLESIDE,Tuesday,2,19,140,High
6620,MISSION,Monday,12,20,140,High
588,BAYVIEW,Saturday,1,12,140,High
2097,CENTRAL,Friday,4,9,140,High
1428,BAYVIEW,Thursday,12,12,140,High
3208,CENTRAL,Thursday,2,16,140,High
8039,MISSION,Wednesday,11,23,140,High
3230,CENTRAL,Thursday,3,14,140,High
1980,BAYVIEW,Wednesday,11,12,140,High
2965,CENTRAL,Sunday,4,13,140,High
17919,TARAVAL,Wednesday,3,15,140,High
9093,NORTHERN,Sunday,7,21,140,High
7594,MISSION,Tuesday,5,10,140,High
16212,TARAVAL,Friday,4,12,140,High
6842,MISSION,Saturday,10,2,140,High
5587,INGLESIDE,Tuesday,5,19,140,High
6303,MISSION,Friday,11,15,140,High
19943,TENDERLOIN,Wednesday,3,23,140,High
2204,CENTRAL,Friday,8,20,140,High
6794,MISSION,Saturday,8,2,140,High
206,BAYVIEW,Friday,9,14,140,High
4824,INGLESIDE,Saturday,10,0,140,High
5086,INGLESIDE,Sunday,8,22,140,High
7477,MISSION,Thursday,12,13,140,High
5298,INGLESIDE,Thursday,5,18,140,High
5944,INGLESIDE,Wednesday,8,16,140,High
14999,SOUTHERN,Sunday,1,23,140,High
1557,BAYVIEW,Tuesday,5,21,140,High
3901,CENTRAL,Wednesday,7,13,140,High
5660,INGLESIDE,Tuesday,8,20,140,High
8631,NORTHERN,Monday,12,15,140,High
17892,TARAVAL,Wednesday,2,12,140,High
8242,NORTHERN,Friday,8,10,140,High
7935,MISSION,Wednesday,7,15,140,High
16644,TARAVAL,Monday,10,12,140,High
8626,NORTHERN,Monday,12,10,140,High
1480,BAYVIEW,Tuesday,2,16,140,High
10067,NORTHERN,Wednesday,12,11,140,High
20099,TENDERLOIN,Wednesday,10,11,140,High
1486,BAYVIEW,Tuesday,2,22,140,High
526,BAYVIEW,Monday,10,22,140,High
8096,NORTHERN,Friday,2,8,140,High
2088,CENTRAL,Friday,4,0,140,High
4388,INGLESIDE,Monday,3,20,140,High
3259,CENTRAL,Thursday,4,19,140,High
17490,TARAVAL,Thursday,9,18,139,High
5703,INGLESIDE,Tuesday,10,15,139,High
3667,CENTRAL,Tuesday,9,19,139,High
3854,CENTRAL,Wednesday,5,14,139,High
958,BAYVIEW,Sunday,4,22,139,High
5586,INGLESIDE,Tuesday,5,18,139,High
4120,INGLESIDE,Friday,4,16,139,High
2439,CENTRAL,Monday,6,15,139,High
9744,NORTHERN,Tuesday,11,0,139,High
9829,NORTHERN,Wednesday,2,13,139,High
955,BAYVIEW,Sunday,4,19,139,High
5634,INGLESIDE,Tuesday,7,18,139,High
1526,BAYVIEW,Tuesday,4,14,139,High
1618,BAYVIEW,Tuesday,8,10,139,High
1548,BAYVIEW,Tuesday,5,12,139,High
2077,CENTRAL,Friday,3,13,139,High
3685,CENTRAL,Tuesday,10,13,139,High
19717,TENDERLOIN,Tuesday,6,13,139,High
3525,CENTRAL,Tuesday,3,21,139,High
3397,CENTRAL,Thursday,10,13,139,High
8989,NORTHERN,Sunday,3,13,139,High
6955,MISSION,Sunday,2,19,139,High
19333,TENDERLOIN,Thursday,2,13,139,High
18084,TARAVAL,Wednesday,10,12,139,High
9662,NORTHERN,Tuesday,7,14,139,High
3816,CENTRAL,Wednesday,4,0,139,High
7934,MISSION,Wednesday,7,14,139,High
1193,BAYVIEW,Thursday,2,17,139,High
6926,MISSION,Sunday,1,14,139,High
3838,CENTRAL,Wednesday,4,22,139,High
8968,NORTHERN,Sunday,2,16,139,High
8517,NORTHERN,Monday,7,21,139,High
5805,INGLESIDE,Wednesday,2,21,139,High
7910,MISSION,Wednesday,6,14,139,High
7196,MISSION,Sunday,12,20,139,High
1140,BAYVIEW,Sunday,12,12,139,High
8987,NORTHERN,Sunday,3,11,139,High
7096,MISSION,Sunday,8,16,139,High
9620,NORTHERN,Tuesday,5,20,139,High
19026,TENDERLOIN,Sunday,1,18,139,High
4842,INGLESIDE,Saturday,10,18,139,High
6659,MISSION,Saturday,2,11,139,High
6784,MISSION,Saturday,7,16,139,High
3400,CENTRAL,Thursday,10,16,139,High
1363,BAYVIEW,Thursday,9,19,139,High
1095,BAYVIEW,Sunday,10,15,139,High
1238,BAYVIEW,Thursday,4,14,139,High
6650,MISSION,Saturday,2,2,139,High
3758,CENTRAL,Wednesday,1,14,139,High
1765,BAYVIEW,Wednesday,2,13,139,High
8849,NORTHERN,Saturday,9,17,139,High
6818,MISSION,Saturday,9,2,139,High
2056,CENTRAL,Friday,2,16,139,High
16725,TARAVAL,Saturday,1,21,139,High
14281,SOUTHERN,Friday,8,1,139,High
4152,INGLESIDE,Friday,6,0,139,High
6392,MISSION,Monday,3,8,139,High
4344,INGLESIDE,Monday,2,0,139,High
279,BAYVIEW,Friday,12,15,139,High
5371,INGLESIDE,Thursday,8,19,139,High
4174,INGLESIDE,Friday,6,22,139,High
8338,NORTHERN,Friday,12,10,139,High
20004,TENDERLOIN,Wednesday,6,12,139,High
375,BAYVIEW,Monday,4,15,139,High
398,BAYVIEW,Monday,5,14,139,High
2894,CENTRAL,Sunday,1,14,139,High
8435,NORTHERN,Monday,4,11,139,High
9037,NORTHERN,Sunday,5,13,139,High
686,BAYVIEW,Saturday,5,14,139,High
18686,TENDERLOIN,Monday,11,14,139,High
3304,CENTRAL,Thursday,6,16,139,High
18518,TENDERLOIN,Monday,4,14,139,High
430,BAYVIEW,Monday,6,22,139,High
19956,TENDERLOIN,Wednesday,4,12,139,High
17040,TARAVAL,Sunday,3,0,139,High
5297,INGLESIDE,Thursday,5,17,139,High
623,BAYVIEW,Saturday,2,23,139,High
499,BAYVIEW,Monday,9,19,139,High
519,BAYVIEW,Monday,10,15,139,High
595,BAYVIEW,Saturday,1,19,139,High
14455,SOUTHERN,Monday,3,7,139,High
18498,TENDERLOIN,Monday,3,18,139,High
541,BAYVIEW,Monday,11,13,139,High
18544,TENDERLOIN,Monday,5,16,139,High
9058,NORTHERN,Sunday,6,10,139,High
6493,MISSION,Monday,7,13,139,High
5391,INGLESIDE,Thursday,9,15,139,High
6443,MISSION,Monday,5,11,139,High
3163,CENTRAL,Sunday,12,19,139,High
18473,TENDERLOIN,Monday,2,17,139,High
18563,TENDERLOIN,Monday,6,11,139,High
14662,SOUTHERN,Monday,11,22,139,High
7331,MISSION,Thursday,6,11,139,High
6466,MISSION,Monday,6,10,139,High
3177,CENTRAL,Thursday,1,9,139,High
20153,TENDERLOIN,Wednesday,12,17,139,High
17778,TARAVAL,Tuesday,9,18,139,High
8470,NORTHERN,Monday,5,22,139,High
18516,TENDERLOIN,Monday,4,12,138,High
8602,NORTHERN,Monday,11,10,138,High
4764,INGLESIDE,Saturday,7,12,138,High
8363,NORTHERN,Monday,1,11,138,High
2174,CENTRAL,Friday,7,14,138,High
7191,MISSION,Sunday,12,15,138,High
7521,MISSION,Tuesday,2,9,138,High
1673,BAYVIEW,Tuesday,10,17,138,High
6467,MISSION,Monday,6,11,138,High
4268,INGLESIDE,Friday,10,20,138,High
9061,NORTHERN,Sunday,6,13,138,High
1789,BAYVIEW,Wednesday,3,13,138,High
7199,MISSION,Sunday,12,23,138,High
2224,CENTRAL,Friday,9,16,138,High
17820,TARAVAL,Tuesday,11,12,138,High
8592,NORTHERN,Monday,11,0,138,High
7713,MISSION,Tuesday,10,9,138,High
9971,NORTHERN,Wednesday,8,11,138,High
19483,TENDERLOIN,Thursday,8,19,138,High
7712,MISSION,Tuesday,10,8,138,High
18282,TENDERLOIN,Friday,6,18,138,High
6730,MISSION,Saturday,5,10,138,High
16236,TARAVAL,Friday,5,12,138,High
9729,NORTHERN,Tuesday,10,9,138,High
16332,TARAVAL,Friday,9,12,138,High
3760,CENTRAL,Wednesday,1,16,138,High
3932,CENTRAL,Wednesday,8,20,138,High
18208,TENDERLOIN,Friday,3,16,138,High
144,BAYVIEW,Friday,7,0,138,High
2968,CENTRAL,Sunday,4,16,138,High
3185,CENTRAL,Thursday,1,17,138,High
236,BAYVIEW,Friday,10,20,138,High
104,BAYVIEW,Friday,5,8,138,High
2944,CENTRAL,Sunday,3,16,138,High
17124,TARAVAL,Sunday,6,12,138,High
85,BAYVIEW,Friday,4,13,138,High
1619,BAYVIEW,Tuesday,8,11,138,High
7474,MISSION,Thursday,12,10,138,High
2007,BAYVIEW,Wednesday,12,15,138,High
1580,BAYVIEW,Tuesday,6,20,138,High
6878,MISSION,Saturday,11,14,138,High
4799,INGLESIDE,Saturday,8,23,138,High
1569,BAYVIEW,Tuesday,6,9,138,High
18736,TENDERLOIN,Saturday,1,16,138,High
5248,INGLESIDE,Thursday,3,16,138,High
20008,TENDERLOIN,Wednesday,6,16,138,High
4319,INGLESIDE,Friday,12,23,138,High
3549,CENTRAL,Tuesday,4,21,138,High
9899,NORTHERN,Wednesday,5,11,138,High
6445,MISSION,Monday,5,13,138,High
2899,CENTRAL,Sunday,1,19,138,High
19074,TENDERLOIN,Sunday,3,18,138,High
9902,NORTHERN,Wednesday,5,14,138,High
3070,CENTRAL,Sunday,8,22,138,High
1484,BAYVIEW,Tuesday,2,20,138,High
1674,BAYVIEW,Tuesday,10,18,138,High
883,BAYVIEW,Sunday,1,19,138,High
5769,INGLESIDE,Wednesday,1,9,138,High
3278,CENTRAL,Thursday,5,14,138,High
6600,MISSION,Monday,12,0,138,High
4644,INGLESIDE,Saturday,2,12,138,High
2374,CENTRAL,Monday,3,22,138,High
1099,BAYVIEW,Sunday,10,19,138,High
737,BAYVIEW,Saturday,7,17,138,High
7354,MISSION,Thursday,7,10,138,High
1093,BAYVIEW,Sunday,10,13,138,High
6273,MISSION,Friday,10,9,138,High
1074,BAYVIEW,Sunday,9,18,138,High
